run_dir,checkpoint_path,objective_num_layers,ff_expansion,num_set_blocks,dropout,best_epoch,stop_reason,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,best_val_loss,best_val_macro_f1_during_training
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_008_obj1_ff2_blocks4_drop0p15,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_008_obj1_ff2_blocks4_drop0p15/best_model.pt,1,2,4,0.15,2,early_stopping_val_loss_overfit_patience_3,0.36888921561420274,0.3001656012333899,0.3566468800048799,0.40959837610555316,0.3908386479321418,0.39531316819094203,4.410532430366233,0.3001656012333899
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_004_obj1_ff2_blocks3_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_004_obj1_ff2_blocks3_drop0p1/best_model.pt,1,2,3,0.1,1,early_stopping_val_macro_f1_patience_3,0.3821951040211718,0.2927623462656318,0.361754596080418,0.44446860954037987,0.4278695894670558,0.42662180042814096,5.294197585847643,0.2927623462656318
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_007_obj1_ff2_blocks4_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_007_obj1_ff2_blocks4_drop0p1/best_model.pt,1,2,4,0.1,3,early_stopping_val_loss_overfit_patience_3,0.3713886642652356,0.2899271487333389,0.3562586121802607,0.40205886617369874,0.3941409127800781,0.39711676483858804,4.612410872070877,0.2899271487333389
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_052_obj3_ff4_blocks4_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_052_obj3_ff4_blocks4_drop0p1/best_model.pt,3,4,4,0.1,2,early_stopping_val_loss_overfit_patience_3,0.3643313974858487,0.2881514553696569,0.35227255416619174,0.38610990285631436,0.3594019138707293,0.36461670679662944,5.433498956539013,0.2881514553696569
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_045_obj3_ff2_blocks4_drop0p2,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_045_obj3_ff2_blocks4_drop0p2/best_model.pt,3,2,4,0.2,3,early_stopping_val_loss_overfit_patience_3,0.35367198412114975,0.28318892980411375,0.33454042825625496,0.41467304625199364,0.3941140126034386,0.39975982727600085,4.767610903139468,0.28318892980411375
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_005_obj1_ff2_blocks3_drop0p15,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_005_obj1_ff2_blocks3_drop0p15/best_model.pt,1,2,3,0.15,3,early_stopping_val_loss_overfit_patience_3,0.3816805116518415,0.28233646613319974,0.35683688959908044,0.42329998550094244,0.3927360805076923,0.40951834486959154,4.795076785264192,0.28233646613319974
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_043_obj3_ff2_blocks4_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_043_obj3_ff2_blocks4_drop0p1/best_model.pt,3,2,4,0.1,4,early_stopping_val_loss_overfit_patience_3,0.3255899433948394,0.2731018622940006,0.32227631786975736,0.42301000434971725,0.40564121163552797,0.4039170684206321,5.57957077909399,0.2731018622940006
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_031_obj2_ff4_blocks3_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_031_obj2_ff4_blocks3_drop0p1/best_model.pt,2,4,3,0.1,3,early_stopping_val_loss_overfit_patience_3,0.3511725354701169,0.27264483057294214,0.3293557556547481,0.3942293750906191,0.3745766746253547,0.3851424463392342,5.686374558342828,0.27264483057294214
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_019_obj2_ff2_blocks2_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_019_obj2_ff2_blocks2_drop0p1/best_model.pt,2,2,2,0.1,3,early_stopping_val_loss_overfit_patience_3,0.3257369697860766,0.26913834992445823,0.32203932345198943,0.4247498912570683,0.41344665160006117,0.41066123253910364,5.016200489468044,0.26913834992445823
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_025_obj2_ff2_blocks4_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_025_obj2_ff2_blocks4_drop0p1/best_model.pt,2,2,4,0.1,4,early_stopping_val_loss_overfit_patience_3,0.3274277732853047,0.2681995160358906,0.3261576173046469,0.3835000724952878,0.3749503223758062,0.37405222124996707,5.004416589383726,0.2681995160358906
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_047_obj3_ff4_blocks2_drop0p15,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_047_obj3_ff4_blocks2_drop0p15/best_model.pt,3,4,2,0.15,4,early_stopping_val_loss_overfit_patience_3,0.3612438432698669,0.26759963659127023,0.3314267818658671,0.35964912280701755,0.3470396040415957,0.352877020303691,5.320171691753246,0.26759963659127023
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_009_obj1_ff2_blocks4_drop0p2,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_009_obj1_ff2_blocks4_drop0p2/best_model.pt,1,2,4,0.2,4,early_stopping_val_loss_overfit_patience_3,0.3170624127030802,0.2671218630920102,0.31216481544122465,0.3956067855589387,0.3803986692059607,0.38237243727739867,4.612865289052327,0.2671218630920102
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_049_obj3_ff4_blocks3_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_049_obj3_ff4_blocks3_drop0p1/best_model.pt,3,4,3,0.1,2,early_stopping_val_loss_overfit_patience_3,0.3480849812541351,0.26683766293156713,0.33009796929922863,0.39741916775409597,0.3778397092402472,0.38521617323454266,5.442224025726318,0.26683766293156713
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_006_obj1_ff2_blocks3_drop0p2,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_006_obj1_ff2_blocks3_drop0p2/best_model.pt,1,2,3,0.2,3,early_stopping_val_loss_overfit_patience_3,0.36278762037785783,0.2653894067347196,0.33986107567636364,0.3924169928954618,0.36489663986086696,0.3816264679522903,5.068446300647877,0.2653894067347196
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_035_obj2_ff4_blocks4_drop0p15,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_035_obj2_ff4_blocks4_drop0p15/best_model.pt,2,4,4,0.15,1,early_stopping_val_macro_f1_patience_3,0.3223553627876204,0.2638918230984969,0.31751683048359164,0.37596056256343335,0.3558073613307779,0.36051436667640885,4.3923829749778465,0.2638918230984969
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_037_obj3_ff2_blocks2_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_037_obj3_ff2_blocks2_drop0p1/best_model.pt,3,2,2,0.1,2,early_stopping_val_loss_overfit_patience_3,0.3420568992134088,0.26304756729545437,0.3355149508368497,0.41895026823256487,0.4058215426535774,0.40494193046820337,5.148931724053842,0.26304756729545437
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_041_obj3_ff2_blocks3_drop0p15,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_041_obj3_ff2_blocks3_drop0p15/best_model.pt,3,2,3,0.15,3,early_stopping_val_loss_overfit_patience_3,0.331176946261854,0.2614777962814122,0.32215282319528754,0.42221255618384806,0.40742069795559793,0.4081963496247512,5.3691784629115356,0.2614777962814122
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_010_obj1_ff4_blocks2_drop0p1,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_010_obj1_ff4_blocks2_drop0p1/best_model.pt,1,4,2,0.1,4,early_stopping_val_loss_overfit_patience_3,0.3361023303683011,0.2604849797973673,0.32241027066372746,0.42764970276932,0.39014430813938705,0.4018798506087723,5.239643344172725,0.2604849797973673
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_054_obj3_ff4_blocks4_drop0p2,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_151031/runs/run_054_obj3_ff4_blocks4_drop0p2/best_model.pt,3,4,4,0.2,2,early_stopping_val_loss_overfit_patience_3,0.35565684040285234,0.2600830515808672,0.3282700457812408,0.3959692619979701,0.3676967426392377,0.3731594118293312,4.773300444638288,0.2600830515808672
