run_dir,checkpoint_path,teammate_embed_dim,objective_hidden_dim,set_hidden_dim,fusion_hidden_dim,experiment_group,objective_num_layers,ff_expansion,num_set_blocks,dropout,label_smoothing,learning_rate,weight_decay,batch_size,label_mapping_enabled,best_epoch,stop_reason,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,best_val_loss,best_val_macro_f1_during_training
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_049_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p05_lr0p0002_wd0p0015,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_049_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p05_lr0p0002_wd0p0015/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.27,0.05,0.0002,0.0015,512,True,2,early_stopping_val_macro_f1_patience_3,0.6333161802543557,0.6068425603623372,0.6357521094676396,0.5803972741771785,0.5588009820705024,0.5703387295553516,1.5278249382972717,0.6068425603623372
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_055_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p05_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_055_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p05_lr0p0002_wd0p002/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.27,0.05,0.0002,0.002,512,True,2,early_stopping_val_macro_f1_patience_3,0.6333161802543557,0.6068425603623372,0.6357521094676396,0.5803972741771785,0.5588009820705024,0.5703387295553516,1.5278308744783755,0.6068425603623372
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_050_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p1_lr0p0002_wd0p0015,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_050_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p1_lr0p0002_wd0p0015/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.27,0.1,0.0002,0.0015,512,True,2,early_stopping_val_macro_f1_patience_3,0.6295670072778063,0.6026805207028363,0.6313663494974068,0.5809772364796288,0.5574974016022248,0.5697326872470286,1.632342532829002,0.6026805207028363
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_056_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p1_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_056_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p27_ls0p1_lr0p0002_wd0p002/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.27,0.1,0.0002,0.002,512,True,2,early_stopping_val_macro_f1_patience_3,0.6294934940821878,0.6026226148254289,0.6312992113561797,0.5809772364796288,0.5575034461103239,0.569728864169423,1.632346921496921,0.6026226148254289
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_052_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p1_lr0p0002_wd0p0015,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_052_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p1_lr0p0002_wd0p0015/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.33,0.1,0.0002,0.0015,512,True,2,early_stopping_val_macro_f1_patience_3,0.624862162758215,0.5944160280302501,0.6231931220753689,0.5764825286356386,0.5547979278337521,0.5625329634874706,1.5854147319440488,0.5944160280302501
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_058_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p1_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_058_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p1_lr0p0002_wd0p002/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.33,0.1,0.0002,0.002,512,True,2,early_stopping_val_macro_f1_patience_3,0.624862162758215,0.5944160280302501,0.6231931220753689,0.5764825286356386,0.5547979278337521,0.5625329634874706,1.5854196283552382,0.5944160280302501
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_051_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p05_lr0p0002_wd0p0015,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_051_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p05_lr0p0002_wd0p0015/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.33,0.05,0.0002,0.0015,512,True,2,early_stopping_val_macro_f1_patience_3,0.6204513710210983,0.5927783046505152,0.6208211367162305,0.5780049296795708,0.5570926300216474,0.5642259568838355,1.48763922629533,0.5927783046505152
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_057_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p05_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_057_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p33_ls0p05_lr0p0002_wd0p002/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.33,0.05,0.0002,0.002,512,True,2,early_stopping_val_macro_f1_patience_3,0.6204513710210983,0.5927783046505152,0.6208211367162305,0.5780049296795708,0.5570926300216474,0.5642259568838355,1.4876453479131062,0.5927783046505152
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_014_refine_run120_top_val_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p27_ls0p1_lr0p0002_wd0p0015,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_014_refine_run120_top_val_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p27_ls0p1_lr0p0002_wd0p0015/best_model.pt,64,128,128,128,refine_run120_top_val,2,4,5,0.27,0.1,0.0002,0.0015,512,True,4,early_stopping_val_loss_overfit_patience_3,0.6113357347643902,0.5884026636883468,0.6189479728165691,0.543859649122807,0.5066925049437301,0.5261794133542667,1.5773948563469782,0.5884026636883468
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_020_refine_run120_top_val_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p27_ls0p1_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_020_refine_run120_top_val_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p27_ls0p1_lr0p0002_wd0p002/best_model.pt,64,128,128,128,refine_run120_top_val,2,4,5,0.27,0.1,0.0002,0.002,512,True,4,early_stopping_val_loss_overfit_patience_3,0.6113357347643902,0.5884026636883468,0.6189479728165691,0.543859649122807,0.5066925049437301,0.5261794133542667,1.5773799198645133,0.5884026636883468
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_060_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p35_ls0p1_lr0p0002_wd0p002,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260427_002133/runs/run_060_refine_run342_second_val_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p35_ls0p1_lr0p0002_wd0p002/best_model.pt,128,256,256,256,refine_run342_second_val,1,2,5,0.35,0.1,0.0002,0.002,512,True,2,early_stopping_val_macro_f1_patience_3,0.6169227376314048,0.5850412257306634,0.6145721788677952,0.5818471799333044,0.5558495130488886,0.5674646641322291,1.591168063658255,0.5850412257306634
